 Loading the index...
 Index loaded 11650405492 bytes
0;1000;4000000;4000000;1000
1;1000;352000000;352000000;1000
2;1000;28000000;28000000;6
3;1000;888000000;888000000;5
4;1000;428000000;428000000;1000
5;57;2048000000;2048000000;57
6;1000;100000000;100000000;1000
7;1000;756000000;756000000;1000
8;1000;280000000;280000000;1000
9;1000;16000000;16000000;1000
10;1000;92000000;92000000;1000
11;1000;228000000;228000000;1000
12;1000;348000000;348000000;1000
13;57;2088000000;2088000000;57
14;1000;12000000;12000000;1000
15;1000;24000000;24000000;1000
16;1000;220000000;220000000;1000
17;1000;8000000;8000000;1000
18;1000;72000000;72000000;1000
19;1000;580000000;580000000;1000
20;0;76000000;76000000;0
21;1000;12000000;12000000;8
22;1000;24832000000;24832000000;1000
23;1000;48000000;48000000;599
24;1000;16000000;16000000;680
25;1000;8000000;8000000;895
26;1000;12000000;12000000;815
27;1000;4000000;4000000;4
28;1000;8000000;8000000;1000
29;1000;54244000000;53768000000;1
30;1000;228000000;228000000;120
31;1000;1608000000;1608000000;130
32;1000;12000000;12000000;49
33;1000;20000000;20000000;24
34;1000;8000000;8000000;15
35;1000;104000000;104000000;1000
36;183;109048000000;109048000000;161
37;1000;80000000;80000000;920
38;1000;8000000;8000000;31
39;1000;16000000;16000000;198
40;1000;3184000000;3184000000;1000
41;1000;28000000;28000000;1000
42;1000;40000000;40000000;807
43;1000;212000000;212000000;751
44;8;3044000000;3044000000;8
45;1000;64000000;64000000;1000
46;229;3084000000;3084000000;229
47;0;4000000;4000000;0
48;71;3568000000;3568000000;71
49;1000;20000000;20000000;256
50;1000;24000000;24000000;468
51;1000;44000000;44000000;957
52;1000;40000000;40000000;907
53;1000;24000000;24000000;998
54;1000;20000000;20000000;296
55;1000;40000000;40000000;996
56;1000;500000000;500000000;566
57;0;4904000000;4904000000;0
58;83;3036000000;3036000000;83
59;79;3032000000;3032000000;79
60;1000;20000000;20000000;990
61;1000;28000000;28000000;773
62;95;24000000;24000000;93
63;1000;320000000;320000000;1
64;1000;44000000;44000000;601
65;1000;20000000;20000000;437
66;0;52000000;52000000;0
67;0;36000000;36000000;0
68;28;36000000;36000000;28
69;20;72000000;72000000;20
70;1000;40000000;40000000;907
71;1000;32000000;32000000;985
72;1000;596000000;596000000;487
73;1000;460000000;460000000;1000
74;1000;96000000;96000000;802
75;1000;16000000;16000000;1000
76;1000;20000000;20000000;492
77;1000;12000000;12000000;175
78;1000;24000000;24000000;780
79;1000;8000000;8000000;4
80;1000;36000000;36000000;898
81;1000;36000000;36000000;477
82;1000;20000000;20000000;999
83;25;4000000;4000000;25
84;200;24000000;24000000;199
85;398;20000000;20000000;317
86;692;68000000;68000000;669
87;1000;16000000;16000000;297
88;1000;40000000;40000000;990
89;1000;12000000;12000000;243
90;1000;48000000;48000000;1000
91;23;4000000;4000000;23
92;1000;436000000;436000000;566
93;1000;436000000;436000000;566
94;1000;12000000;12000000;358
95;1000;16000000;16000000;468
96;1000;24000000;24000000;1000
97;1000;12000000;12000000;329
98;1000;72000000;72000000;982
99;1000;4000000;4000000;3
100;1000;28000000;28000000;987
101;1000;140000000;140000000;1000
102;1000;88000000;88000000;80
103;1000;164000000;164000000;812
104;41;4000000;4000000;38
105;1000;32000000;32000000;854
106;1000;24000000;24000000;768
107;1000;24000000;24000000;870
108;1000;12000000;12000000;248
109;0;0;0;0
110;1000;104000000;104000000;1000
111;1000;104000000;104000000;1000
112;1000;12000000;12000000;1000
113;1000;40000000;40000000;912
114;1000;168000000;168000000;1000
115;1000;116000000;116000000;1000
116;1000;28000000;28000000;990
117;1000;952000000;952000000;991
118;0;0;0;0
119;0;0;0;0
120;1000;4068000000;4036000000;1
121;1000;28000000;28000000;992
122;0;2688000000;2688000000;0
123;1000;24000000;24000000;678
124;1000;12000000;12000000;1000
125;606;48000000;48000000;380
126;1000;60000000;60000000;1000
127;1000;36000000;36000000;1000
128;1000;16000000;16000000;1000
129;1000;88000000;88000000;1000
130;1000;16000000;16000000;118
131;605;12000000;12000000;603
132;0;348000000;348000000;0
133;1000;80000000;76000000;1000
134;1000;28000000;28000000;549
135;585;24000000;24000000;573
136;1;24000000;24000000;1
137;1;32000000;32000000;1
138;322;36000000;36000000;322
139;1000;36000000;36000000;1000
140;50;96000000;96000000;44
141;1000;4000000;4000000;38
142;1000;4000000;4000000;1
143;1000;24000000;24000000;307
144;62;80000000;80000000;62
145;1000;24000000;24000000;513
146;1000;16000000;16000000;534
147;1000;40000000;40000000;894
148;1000;36000000;36000000;719
149;1000;48000000;48000000;1000
150;99;140000000;140000000;99
151;1000;8000000;8000000;2
152;1000;32000000;32000000;981
153;1000;124000000;124000000;1000
154;1000;24000000;24000000;1000
155;1000;16000000;16000000;891
156;365;8000000;8000000;9
157;1000;4000000;4000000;28
158;1000;1032000000;1032000000;991
159;1000;1016000000;1016000000;991
160;1000;1092000000;1092000000;991
161;1000;932000000;932000000;991
162;922;1636000000;1636000000;915
163;1000;16000000;16000000;1000
164;1000;12000000;12000000;1000
165;1000;20000000;20000000;1000
166;1000;16000000;16000000;624
167;1000;28000000;28000000;903
168;1000;24000000;24000000;939
169;1000;20000000;20000000;993
170;1000;28000000;28000000;996
171;1000;28000000;28000000;899
172;1000;20000000;20000000;908
173;1000;8000000;8000000;176
174;1000;16000000;16000000;624
175;1000;8000000;8000000;31
176;1000;24000000;24000000;879
177;1000;528000000;528000000;1000
178;1000;20000000;20000000;1000
179;1000;4000000;4000000;20
180;1000;24000000;24000000;1000
181;1000;24000000;24000000;1000
182;1000;36000000;36000000;1000
183;1000;20000000;20000000;999
184;1000;8000000;8000000;999
185;1000;16000000;16000000;6
186;1000;12000000;12000000;887
187;1000;12000000;12000000;907
188;1000;36000000;36000000;1000
189;0;36468000000;36468000000;0
190;118;76000000;76000000;118
191;1000;20000000;20000000;999
192;1000;36000000;36000000;998
193;1000;24000000;24000000;870
194;0;132000000;132000000;0
195;1000;4000000;4000000;1000
196;1000;4000000;4000000;1
197;1000;380000000;380000000;1000
198;1000;12000000;12000000;354
199;1000;20000000;20000000;49
200;1000;20000000;20000000;1000
201;296;188000000;188000000;291
202;1000;12000000;12000000;1000
203;1000;100000000;100000000;999
204;1000;24000000;24000000;938
205;1000;4000000;4000000;370
206;1000;12000000;12000000;361
207;1000;4000000;4000000;1
208;1000;24000000;24000000;980
209;1000;56000000;56000000;94
210;1000;12000000;12000000;983
211;1000;424000000;424000000;890
212;1000;20000000;20000000;586
213;1000;516000000;516000000;946
214;1000;4000000;4000000;3
215;0;0;0;0
216;1000;8000000;8000000;492
217;1000;28000000;28000000;903
218;1000;8000000;8000000;6
219;1000;8000000;8000000;374
220;1000;20000000;20000000;1000
221;1000;16000000;16000000;924
222;1000;40000000;40000000;1000
223;18;6748000000;6748000000;18
224;1000;28000000;28000000;740
225;1000;24000000;24000000;949
226;1000;16000000;16000000;96
227;86;128000000;128000000;79
228;12;8000000;8000000;7
229;1000;12000000;12000000;343
230;1000;4000000;4000000;1000
231;1000;20000000;20000000;992
232;18;4000000;4000000;17
233;1000;24000000;24000000;999
234;1000;12000000;12000000;942
235;1000;24000000;24000000;870
236;1000;600000000;600000000;1000
237;1000;4000000;4000000;2
238;1000;40000000;40000000;565
239;57;0;0;57
240;1000;8000000;8000000;216
241;1000;8000000;8000000;7
242;1000;4000000;4000000;1
243;1000;24000000;24000000;903
244;1000;32000000;32000000;982
245;78;100000000;100000000;50
246;1000;8000000;8000000;3
247;1000;36000000;36000000;988
248;1000;24000000;24000000;999
249;1000;32000000;32000000;925
250;1000;8000000;8000000;11
251;1000;12000000;12000000;8
252;1000;48000000;48000000;319
253;1000;12000000;12000000;98
254;1000;28000000;28000000;987
255;1000;188000000;188000000;974
256;201;4000000;4000000;194
257;1000;32000000;32000000;999
258;432;8000000;8000000;4
259;1000;40000000;40000000;12
260;1000;20000000;20000000;997
261;171;12000000;12000000;156
262;1000;16000000;16000000;574
263;1000;24000000;24000000;992
264;1000;36000000;36000000;946
265;1000;1228000000;1228000000;986
266;1000;16000000;16000000;998
267;1000;12000000;12000000;1000
268;1000;12000000;12000000;1000
269;1000;16000000;16000000;982
270;1000;8000000;8000000;27
271;0;0;0;0
272;1000;40000000;40000000;1000
273;257;52000000;52000000;254
274;1000;32000000;32000000;993
275;1000;4000000;4000000;1
276;5;7888000000;7888000000;5
277;1000;28000000;28000000;732
278;617;8000000;8000000;195
279;1000;8000000;8000000;315
280;1000;12000000;12000000;539
281;1000;188000000;188000000;973
282;0;0;0;0
283;1000;8000000;8000000;207
284;1000;12000000;12000000;78
285;1000;20000000;20000000;879
286;340;56000000;56000000;242
287;202;28000000;28000000;188
288;1000;4000000;4000000;25
289;1000;20000000;20000000;390
290;1000;152000000;152000000;993
291;1000;16000000;16000000;991
292;1000;84000000;84000000;1000
293;1000;16000000;16000000;351
294;1000;24000000;24000000;963
295;1000;40000000;40000000;995
296;1000;28000000;28000000;992
297;1000;24000000;24000000;991
298;1000;64000000;64000000;996
299;0;0;0;0
300;1000;16000000;16000000;45
301;1000;28000000;28000000;678
302;29;12000000;12000000;29
303;1000;12000000;12000000;1000
304;1000;12000000;12000000;918
305;0;1152000000;1152000000;0
306;1000;28000000;28000000;936
307;1000;32000000;32000000;973
308;1000;12000000;12000000;358
309;330;12000000;12000000;323
310;1000;24000000;24000000;484
311;1000;12000000;12000000;1
312;1000;16000000;16000000;1000
313;68;4000000;4000000;62
314;38;4000000;4000000;37
315;1000;24000000;24000000;1000
316;1000;12000000;12000000;534
317;1000;8000000;8000000;455
318;1000;4000000;4000000;394
319;1000;32000000;32000000;987
320;1000;16000000;16000000;1000
321;1000;24000000;24000000;938
322;1000;32000000;32000000;988
323;703;1880000000;1880000000;697
324;697;828000000;828000000;697
325;1000;136000000;136000000;1000
326;1000;20000000;20000000;940
327;1000;16000000;16000000;1000
328;362;32000000;32000000;354
329;1000;32000000;32000000;950
330;0;8000000;8000000;0
331;1000;40000000;40000000;997
332;1000;20000000;20000000;96
333;1000;4000000;4000000;1
334;267;16808000000;16808000000;231
335;1000;12000000;12000000;29
336;1000;36000000;36000000;984
337;1000;16000000;16000000;987
338;1000;20000000;20000000;1000
339;1000;8000000;8000000;1000
340;1000;8000000;8000000;92
341;1000;544000000;544000000;1000
342;1000;4000000;4000000;2
343;1000;8000000;8000000;1000
344;1000;16000000;16000000;971
345;1000;12000000;12000000;472
346;1000;4000000;4000000;417
347;1000;8000000;8000000;891
348;1000;12000000;12000000;989
349;1000;20000000;20000000;903
350;1000;28000000;28000000;998
351;1000;468000000;468000000;1
352;1000;8000000;8000000;22
353;1000;28000000;28000000;986
354;1000;4000000;4000000;374
355;1000;8000000;8000000;500
356;1000;16000000;16000000;1000
357;1000;16000000;16000000;1000
358;1000;16000000;16000000;820
359;0;12036000000;12036000000;0
360;1000;8000000;8000000;25
361;1000;12000000;12000000;157
362;609;12000000;12000000;609
363;1000;16000000;16000000;1000
364;1000;20000000;20000000;993
365;10;0;0;9
366;1000;8000000;8000000;362
367;8;0;0;5
368;1000;4000000;4000000;278
369;1000;8000000;8000000;994
370;1000;16000000;16000000;986
371;1000;24000000;24000000;998
372;1000;12000000;12000000;891
373;1000;12000000;12000000;250
374;1000;8000000;8000000;9
375;1000;8000000;8000000;22
376;1000;4000000;4000000;6
377;1000;8000000;8000000;27
378;1000;4000000;4000000;1
379;1000;4000000;4000000;4
380;1000;4000000;4000000;11
381;1000;4000000;4000000;11
382;1000;0;0;1
383;1000;4000000;4000000;1
384;1000;0;0;1
385;1000;4000000;4000000;7
386;1000;4000000;4000000;16
387;1000;4000000;4000000;16
388;1000;4000000;4000000;6
389;1000;4000000;4000000;2
390;1000;0;0;1
391;1000;8000000;8000000;13
392;1000;8000000;8000000;67
393;1000;4000000;4000000;36
394;1000;12000000;12000000;28
395;1000;16000000;16000000;754
396;1000;12000000;12000000;9
397;1000;36000000;36000000;1000
398;1000;12000000;12000000;999
399;60;0;0;60
400;1000;16000000;16000000;900
401;1000;12000000;12000000;994
402;1000;12000000;12000000;1
403;1000;24000000;24000000;717
404;1000;28000000;28000000;939
405;1000;8000000;8000000;472
406;1000;8248000000;8180000000;10
407;1000;16000000;16000000;972
408;1000;24000000;24000000;1000
409;1000;20000000;20000000;914
410;1000;16000000;16000000;998
411;1000;12000000;12000000;984
